kind	legacyId	owner	disposition	replacementId
json	PollingFailure:/stepReports/*/pollingFailure/pollAttempts	CS5	retained	PollingFailureV2:/stepReports/*/pollingFailure/pollAttempts
json	PollingFailure:/stepReports/*/pollingFailure/timeoutMs	CS5	retained	PollingFailureV2:/stepReports/*/pollingFailure/timeoutMs
json	PollingFailure:<absent>:/stepReports/*/pollingFailure/lastResponse	CS5	versioned	PollingFailureV2:/stepReports/*/pollingFailure/lastResponse
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/statusCode	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/lastResponse/statusCode
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/statusDescription	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/lastResponse/statusDescription
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/protocol	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/lastResponse/protocol
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/headers	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/lastResponse/headers
json	HeaderEntry:<absent>:/stepReports/*/pollingFailure/lastResponse/headers/*/name	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingFailure/lastResponse/headers/*/name
json	HeaderEntry:<absent>:/stepReports/*/pollingFailure/lastResponse/headers/*/value	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingFailure/lastResponse/headers/*/value
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/body	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/lastResponse/body
json	BodySnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/body/base64	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingFailure/lastResponse/body/base64
json	BodySnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/body/length	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingFailure/lastResponse/body/length
json	BodySnapshot:<absent>:/stepReports/*/pollingFailure/lastResponse/body/mediaType	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingFailure/lastResponse/body/mediaType
json	PollingFailure:<absent>:/stepReports/*/pollingFailure/statusCounts	CS5	versioned	PollingFailureV2:/stepReports/*/pollingFailure/statusCounts
json	StatusCount:<absent>:/stepReports/*/pollingFailure/statusCounts/*/status	CS5	versioned	StatusCountV2:/stepReports/*/pollingFailure/statusCounts/*/status
json	StatusCount:<absent>:/stepReports/*/pollingFailure/statusCounts/*/count	CS5	versioned	StatusCountV2:/stepReports/*/pollingFailure/statusCounts/*/count
json	PollingFailure:<absent>:/stepReports/*/pollingFailure/recentResponses	CS5	versioned	PollingFailureV2:/stepReports/*/pollingFailure/recentResponses
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/statusCode	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/statusCode
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/statusDescription	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/statusDescription
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/protocol	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/protocol
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/headers	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/headers
json	HeaderEntry:<absent>:/stepReports/*/pollingFailure/recentResponses/*/headers/*/name	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingFailure/recentResponses/*/headers/*/name
json	HeaderEntry:<absent>:/stepReports/*/pollingFailure/recentResponses/*/headers/*/value	CS5	versioned	HeaderEntryV2:/stepReports/*/pollingFailure/recentResponses/*/headers/*/value
json	HttpResponseSnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/body	CS5	versioned	HttpResponseSnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/body
json	BodySnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/body/base64	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/body/base64
json	BodySnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/body/length	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/body/length
json	BodySnapshot:<absent>:/stepReports/*/pollingFailure/recentResponses/*/body/mediaType	CS5	versioned	BodySnapshotV2:/stepReports/*/pollingFailure/recentResponses/*/body/mediaType
json	RunbookRundown:<absent>:/schemaVersion	CS4	versioned	RunbookRundownV2:/schemaVersion
json	RunbookRundown:<absent>:/name	CS4	versioned	RunbookRundownV2:/name
json	RunbookRundown:<absent>:/rundowns	CS4	versioned	RunbookRundownV2:/rundowns
json	PollingConfig:<absent>:/schemaVersion	CS5	versioned	PollingConfigV2:/schemaVersion
json	PollingConfig:<absent>:/recentResponsesLimit	CS5	versioned	PollingConfigV2:/recentResponsesLimit
json	PollingConfig:<absent>:/maxAttempts	CS5	versioned	PollingConfigV2:/maxAttempts
json	Ledger:<absent>:/schemaVersion	CS2b	versioned	LedgerV2:/schemaVersion
json	Ledger:/name	CS2b	retained	LedgerV2:/name
json	Ledger:/values	CS2b	replaced	LedgerV2:/values
json	Ledger value:/values/*/key	CS2b	retained	Ledger valueV2:/values/*/key
json	Ledger value:/values/*/value	CS2b	replaced	Ledger valueV2:/values/*/value
json	Ledger value:/values/*/enabled	CS2b	retained	Ledger valueV2:/values/*/enabled
json	Ledger:/x-revoman-ledger/orgId	CS2b	retained	LedgerV2:/x-revoman-ledger/orgId
json	Ledger:/x-revoman-ledger/steps	CS2b	replaced	LedgerV2:/x-revoman-ledger/steps
json	LedgerStepRecord:<absent>:/x-revoman-ledger/steps/*/key	CS2b	versioned	LedgerStepRecordV2:/x-revoman-ledger/steps/*/key
json	LedgerStepKey:<absent>:/x-revoman-ledger/steps/*/key/logicalSourceId	CS2b	versioned	LedgerStepKeyV2:/x-revoman-ledger/steps/*/key/logicalSourceId
json	LedgerStepKey:<absent>:/x-revoman-ledger/steps/*/key/sourceOccurrence	CS2b	versioned	LedgerStepKeyV2:/x-revoman-ledger/steps/*/key/sourceOccurrence
json	LedgerStepKey:<absent>:/x-revoman-ledger/steps/*/key/itemPath	CS2b	versioned	LedgerStepKeyV2:/x-revoman-ledger/steps/*/key/itemPath
json	LedgerStepRecord:<absent>:/x-revoman-ledger/steps/*/entry	CS2b	versioned	LedgerStepRecordV2:/x-revoman-ledger/steps/*/entry
json	LedgerEntry:/x-revoman-ledger/steps/*/hash	CS2b	replaced	LedgerEntryV2:/x-revoman-ledger/steps/*/entry/sourceHash
json	LedgerEntry:/x-revoman-ledger/steps/*/produces	CS2b	replaced	LedgerEntryV2:/x-revoman-ledger/steps/*/entry/producedValues
json	LedgerEntry:/x-revoman-ledger/steps/*/consumed	CS2b	replaced	LedgerEntryV2:/x-revoman-ledger/steps/*/entry/consumedKeys
json	StepReport.pmEnvSnapshot	CS4	removed	StepEnvironmentEffects
json	PollingReport.responses	CS5	removed	PollingReport.terminalResponse statusCounts recentResponses
json	PollingReport:/stepReports/*/pollingReport/responseCount	CS5	removed	PollingReportV2:bounded response fields
json	FailureDescriptor:/stepReports/*/failure/stackTrace	CS4	removed	FailureDescriptor without stack trace
json	PollingFailure:/stepReports/*/pollingFailure/stackTrace	CS5	removed	PollingFailure without stack trace
json	Ledger:/x-revoman-ledger/steps/*	CS2b	removed	LedgerStepKey
